OBJECTID,ROADPREMOD,ROADPREDIR,ROADNAME,ROADTYPE,ROADPOSTDIR,ROADPOSTMOD,FULLNAME,ALTROADNAME,MSAGNAME,MUNICIPALITY,STATUS,LASTUPDATE,LASTEDITOR,ROADPRETYPE,FULLNAMECASS,CapCASSStName,JoinID
872583,,,Basinview,Dr,,,Basinview Drive,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Basinview Dr,BASINVIEW DR,170
872584,,,Bass,St,,,Bass Street,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bass St,BASS ST,171
872585,,,Baudin,St,,,Baudin Street,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Baudin St,BAUDIN ST,172
872586,,,Bauman,St,,,Bauman Street,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bauman St,BAUMAN ST,173
872587,,,Bay,St,,,Bay Street,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bay St,BAY ST,174
872588,,,Bayou,Rd,,,Bayou Road,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bayou Rd,BAYOU RD,175
872589,,,Bayou Bienvenue,Way,,,Bayou Bienvenue Way,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bayou Bienvenue Way,BAYOU BIENVENUE WAY,176
872590,,,Bayouview,Ct,,,Bayouview Court,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Bayouview Ct,BAYOUVIEW CT,177
872591,,,Beach,Dr,,,Beach Drive,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Beach Dr,BEACH DR,178
872592,,,Beaconfield,Dr,,,Beaconfield Drive,,,Orleans,Current,2015/02/23 13:50:16+00,CITYOFNO\cmard,,Beaconfield Dr,BEACONFIELD DR,179
872593,,,Bear Creek,Dr,,,Bear Creek Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bear Creek Dr,BEAR CREEK DR,180
872594,,,Beau,St,,,Beau Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beau St,BEAU ST,181
872595,,,Beau Bassich,Cir,,,Beau Bassich Circle,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beau Bassich Cir,BEAU BASSICH CIR,182
872596,,,Beaucaire,St,,,Beaucaire Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beaucaire St,BEAUCAIRE ST,183
872597,,,Beauregard,Ave,,,Beauregard Avenue,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beauregard Ave,BEAUREGARD AVE,184
872598,,,Beauvoir,Ct,,,Beauvoir Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beauvoir Ct,BEAUVOIR CT,185
872599,,,Beaver,Dr,,,Beaver Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beaver Dr,BEAVER DR,186
872600,,,Beck,St,,,Beck Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beck St,BECK ST,187
872601,,,Bedford,Dr,,,Bedford Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bedford Dr,BEDFORD DR,188
872602,,,Beechcraft,St,,,Beechcraft Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beechcraft St,BEECHCRAFT ST,189
872603,,,Beechwood,Ct,,,Beechwood Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beechwood Ct,BEECHWOOD CT,190
872604,,,Beekman,Rd,,,Beekman Road,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beekman Rd,BEEKMAN RD,191
872605,,,Begonia,Ln,,,Begonia Lane,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Begonia Ln,BEGONIA LN,192
872606,,,Behrman,Ave,,,Behrman Avenue,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Behrman Ave,BEHRMAN AVE,193
872607,,,Behrman,Hwy,,,Behrman Highway,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Behrman Hwy,BEHRMAN HWY,194
872608,,,Behrman,Pl,,,Behrman Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Behrman Pl,BEHRMAN PL,195
872609,,,Belcrest,Pl,,,Belcrest Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belcrest Pl,BELCREST PL,196
872610,,,Belfast,St,,,Belfast Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belfast St,BELFAST ST,197
872611,,,Belfort,Ave,,,Belfort Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belfort St,BELFORT ST,198
872612,,,Belgrade,St,,,Belgrade Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belgrade St,BELGRADE ST,199
872613,,,Bell,St,,,Bell Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bell St,BELL ST,200
872614,,,Bellaire,Dr,,,Bellaire Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bellaire Dr,BELLAIRE DR,201
872615,,,Belle Chasse,St,,,Belle Chasse Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belle Chasse St,BELLE CHASSE ST,202
872616,,,Bellecastle,St,,,Bellecastle Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bellecastle St,BELLECASTLE ST,203
872617,,,Belleville,Ct,,,Belleville Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belleville Ct,BELLEVILLE CT,204
872618,,,Belleville,St,,,Belleville Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Belleville St,BELLEVILLE ST,205
872619,,,Bellis,Ln,,,Bellis Lane,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bellis Ln,BELLIS LN,206
872620,,,Ben Weiner,Dr,,,Ben Weiner Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Ben Weiner Dr,BEN WEINER DR,207
872621,,,Bender,Blvd,,,Bender Boulevard,,,Orleans,Other,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bender Blvd,BENDER BLVD,208
872622,,,Benefit,St,,,Benefit Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Benefit St,BENEFIT ST,209
872623,,,Benjamin,St,,,Benjamin Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Benjamin St,BENJAMIN ST,210
872624,,,Bennett,St,,,Bennett Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bennett St,BENNETT ST,211
872625,,,Benson,Ct,,,Benson Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Benson Ct,BENSON CT,212
872626,,,Benson,St,,,Benson Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Benson St,BENSON ST,213
872627,,,Bent Tree,Ct,,,Bent Tree Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bent Tree Ct,BENT TREE CT,214
872628,,,Bentley,Dr,,,Bentley Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bentley Dr,BENTLEY DR,215
872629,,,Benton,St,,,Benton Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Benton St,BENTON ST,216
872630,,,Berg,Rd,,,Berg Road,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Berg Rd,BERG RD,217
872631,,,Bergerac,St,,,Bergerac Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bergerac St,BERGERAC ST,218
872632,,,Berkley,Dr,,,Berkley Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Berkley Dr,BERKLEY DR,219
872633,,,Berky's,Cir,,,Berky's Circle,Berkys Circle,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Berky's Cir,BERKY'S CIR,220
872634,,,Bermuda,St,,,Bermuda Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bermuda St,BERMUDA ST,221
872635,,N,Bernadotte,St,,,North Bernadotte Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,N Bernadotte St,N BERNADOTTE ST,222
872636,,S,Bernadotte,St,,,South Bernadotte Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,S Bernadotte St,S BERNADOTTE ST,223
872637,,,Bertha,Dr,,,Bertha Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bertha Dr,BERTHA DR,224
872638,,,Bertrand,St,,,Bertrand Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bertrand St,BERTRAND ST,225
872639,,,Beryl,St,,,Beryl Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Beryl St,BERYL ST,226
872640,,,Bethaney,Ct,,,Bethaney Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bethaney Ct,BETHANEY CT,227
872641,,,Betty Parker,Pl,,,Betty Parker Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Betty Parker Pl,BETTY PARKER PL,228
872642,,,Bienvenue,St,,,Bienvenue Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bienvenue St,BIENVENUE ST,229
872643,,,Bienville,Ave,,,Bienville Avenue,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bienville Ave,BIENVILLE AVE,230
872644,,,Bienville,St,,,Bienville Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bienville St,BIENVILLE ST,231
872645,,,Bill,St,,,Bill Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bill St,BILL ST,232
872646,,,Birch,St,,,Birch Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Birch St,BIRCH ST,233
872647,,,Biscay,St,,,Biscay Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Biscay St,BISCAY ST,234
872648,,,Blair,St,,,Blair Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Blair St,BLAIR ST,235
872649,,,Blanc,Pl,,,Blanc Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Blanc Pl,BLANC PL,236
872650,,,Bloomingdale,Ct,,,Bloomingdale Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bloomingdale Ct,BLOOMINGDALE CT,237
872651,,,Blue Ash,Dr,,,Blue Ash Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Blue Ash Dr,BLUE ASH DR,238
872652,,E,Blue Ridge,Ct,,,East Blue Ridge Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,E Blue Ridge Ct,E BLUE RIDGE CT,239
872653,,W,Blue Ridge,Ct,,,West Blue Ridge Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,W Blue Ridge Ct,W BLUE RIDGE CT,240
872654,,N,Blue Ridge,Ct,,,North Blue Ridge Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,N Blue Ridge Ct,N BLUE RIDGE CT,241
872655,,,Bluebird,St,,,Bluebird Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bluebird St,BLUEBIRD ST,242
872656,,,Blythe,St,,,Blythe Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Blythe St,BLYTHE ST,243
872657,,,Bodenger,Blvd,,,Bodenger Boulevard,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bodenger Blvd,BODENGER BLVD,244
872658,,,Bodtmann,St,,,Bodtmann Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bodtmann St,BODTMANN ST,245
872659,,,Boeing,St,,,Boeing Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Boeing St,BOEING ST,246
872660,,,Bolivar,St,,,Bolivar Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bolivar St,BOLIVAR ST,247
872661,,,Bonita,Dr,,,Bonita Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bonita Dr,BONITA DR,248
872662,,,Bonita Bay,Ct,,,Bonita Bay Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bonita Bay Ct,BONITA BAY CT,249
872663,,,Bonita Bay,Dr,,,Bonita Bay Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bonita Bay Dr,BONITA BAY DR,250
872664,,,Bonner,Dr,,,Bonner Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bonner Dr,BONNER DR,251
872665,,,Bordeaux,St,,,Bordeaux Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bordeaux St,BORDEAUX ST,252
872666,,,Boston,Dr,,,Boston Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Boston Dr,BOSTON DR,253
872667,,,Bottinelli,Pl,,,Bottinelli Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bottinelli Pl,BOTTINELLI PL,254
872668,,,Boulevard,Way,,,Boulevard Way,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Boulevard Way,BOULEVARD WAY,255
872669,,,Bouny,St,,,Bouny Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bouny St,BOUNY ST,256
872670,,,Bourbon,St,,,Bourbon Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bourbon St,BOURBON ST,257
872671,,,Boyd,St,,,Boyd Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Boyd St,BOYD ST,258
872672,,,Bradish,Aly,,,Bradish Alley,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bradish Aly,BRADISH ALY,259
872673,,,Bragg,St,,,Bragg Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bragg St,BRAGG ST,260
872674,,,Brainard,St,,,Brainard Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Brainard St,BRAINARD ST,261
872675,,,Branch,Dr,,,Branch Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Branch Dr,BRANCH DR,262
872676,,,Breakwater,Dr,,,Breakwater Drive,,,Jefferson,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Breakwater Dr,BREAKWATER DR,263
872677,,,Breedlove,St,,,Breedlove Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Breedlove St,BREEDLOVE ST,264
872678,,,Brevard,Ave,,,Brevard Avenue,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Brevard Ave,BREVARD AVE,265
872679,,,Briarheath,Dr,,,Briarheath Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Briarheath Dr,BRIARHEATH DR,266
872680,,,Briarwood,Dr,,,Briarwood Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Briarwood Dr,BRIARWOOD DR,267
872681,,,Bright,Dr,,,Bright Drive,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bright Dr,BRIGHT DR,268
872682,,,Brighton,Pl,,,Brighton Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Brighton Pl,BRIGHTON PL,269
872683,,,Bringier,St,,,Bringier Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bringier St,BRINGIER ST,270
872684,,,Bristol,Pl,,,Bristol Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Bristol Pl,BRISTOL PL,271
872685,,,Brittany,Ct,,,Brittany Court,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Brittany Ct,BRITTANY CT,272
872686,,,Broad,Pl,,,Broad Place,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,Broad Pl,BROAD PL,273
872687,,N,Broad,St,,,North Broad Street,,,Orleans,Current,2015/02/23 13:50:17+00,CITYOFNO\cmard,,N Broad St,N BROAD ST,274
872688,,S,Broad,St,,,South Broad Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,S Broad St,S BROAD ST,275
872689,,,Cadillac,St,,,Cadillac St,,,Orleans,Retired,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cadillac St,CADILLAC ST,309
872690,,,Brookfield,Dr,,,Brookfield Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brookfield Dr,BROOKFIELD DR,277
872691,,,Brooklyn,Ave,,,Brooklyn Avenue,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brooklyn Ave,BROOKLYN AVE,278
872692,,,Brooks,St,,,Brooks Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brooks St,BROOKS ST,279
872693,,W,Brooks,St,,,West Brooks Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,W Brooks St,W BROOKS ST,280
872694,,,Brownlee,Ct,,,Brownlee Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brownlee Ct,BROWNLEE CT,281
872695,,,Brunswick,Ct,,,Brunswick Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brunswick Ct,BRUNSWICK CT,282
872696,,,Brutus,St,,,Brutus Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Brutus St,BRUTUS ST,283
872697,,,Bruxelles,St,,,Bruxelles Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bruxelles St,BRUXELLES ST,284
872698,,,Bryson,St,,,Bryson Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bryson St,BRYSON ST,285
872699,,,Buddy Bolden,Pl,,,Buddy Bolden Place,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Buddy Bolden Pl,BUDDY BOLDEN PL,286
872700,,,Buffalo,St,,,Buffalo Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Buffalo St,BUFFALO ST,287
872701,,,Buick,St,,,Buick Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Buick St,BUICK ST,288
872702,,,Bullard,Ave,,,Bullard Avenue,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bullard Ave,BULLARD AVE,289
872703,,,Bundy,Rd,,,Bundy Road,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bundy Rd,BUNDY RD,290
872704,,,Bungalow,Ct,,,Bungalow Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bungalow Ct,BUNGALOW CT,291
872705,,,Bunker Hill,Rd,,,Bunker Hill Road,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Bunker Hill Rd,BUNKER HILL RD,292
872706,,N,Bunny Friend,St,,,North Bunny Friend Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,N Bunny Friend St,N BUNNY FRIEND ST,293
872707,,S,Bunny Friend,St,,,South Bunny Friend Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,S Bunny Friend St,S BUNNY FRIEND ST,294
872708,,,Burbank,Dr,,,Burbank Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burbank Dr,BURBANK DR,295
872709,,,Burdette,St,,,Burdette Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burdette St,BURDETTE ST,296
872710,,,Burgundy,St,,,Burgundy Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burgundy St,BURGUNDY ST,297
872711,,,Burke,Ave,,,Burke Avenue,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burke Ave,BURKE AVE,298
872712,,,Burke,Rd,,,Burke Road,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burke Rd,BURKE RD,299
872713,,,Burthe,St,,,Burthe Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burthe St,BURTHE ST,300
872714,,,Burton,Rd,,,Burton Road,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Burton Rd,BURTON RD,301
872715,,,Butterfield,Rd,,,Butterfield Road,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Butterfield Rd,BUTTERFIELD RD,302
872716,,,Byrne,Pl,,,Byrne Place,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Byrne Pl,BYRNE PL,303
872717,,,Cabildo,Aly,,,Cabildo Alley,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cabildo Aly,CABILDO ALY,304
872718,,,Cabral,St,,,Cabral Street,,,Orleans,Other,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cabral St,CABRAL ST,305
872719,,,Cabrini,Ct,,,Cabrini Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cabrini Ct,CABRINI CT,306
872720,,,Cactus,Ln,,,Cactus Lane,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cactus Ln,CACTUS LN,307
872721,,,Caddo,Pl,,,Caddo Place,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Caddo Pl,CADDO PL,308
872722,,,Cadiz,St,,,Cadiz Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cadiz St,CADIZ ST,310
872723,,,Caesar,Dr,,,Caesar Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Caesar Dr,CAESAR DR,311
872724,,,Robert E Lee,Blvd,,,Robert E Lee Boulevard,,,Orleans,Retired,2015/02/23 13:51:02+00,CITYOFNO\cmard,,Robert E Lee Blvd,ROBERT E LEE BLVD,1789
872725,,,Calais,St,,,Calais Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Calais St,CALAIS ST,313
872726,,,Caldwell,Dr,,,Caldwell Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Caldwell Dr,CALDWELL DR,314
872727,,,Calhoun,St,,,Calhoun Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Calhoun St,CALHOUN ST,315
872728,,,Calla,Ln,,,Calla Lane,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Calla Ln,CALLA LN,316
872729,,,Calliope,St,,,Calliope Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Calliope St,CALLIOPE ST,317
872730,,,Camberley,Ct,,,Camberley Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camberley Ct,CAMBERLEY CT,318
872731,,,Camberley,Dr,,,Camberley Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camberley Dr,CAMBERLEY DR,319
872732,,,Cambridge,Ct,,,Cambridge Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cambridge Ct,CAMBRIDGE CT,320
872733,,,Cambridge,St,,,Cambridge Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cambridge St,CAMBRIDGE ST,321
872734,,,Cambronne,St,,,Cambronne Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cambronne St,CAMBRONNE ST,322
872735,,,Camelia,Ln,,,Camelia Lane,,,Orleans,Retired,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camelia Ln,CAMELIA LN,323
872736,,,Camelia,St,,,Camelia Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camelia St,CAMELIA ST,324
872737,,,Camelia,Trce,,,Camellia Trace,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camellia Trce,CAMELLIA TRCE,325
872738,,,Camelot,Dr,,,Camelot Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camelot Dr,CAMELOT DR,326
872739,,,Cameo,St,,,Cameo Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cameo St,CAMEO ST,327
872740,,,Cameron,Blvd,,,Cameron Boulevard,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cameron Blvd,CAMERON BLVD,328
872741,,,Camp,St,,,Camp Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camp St,CAMP ST,329
872742,,,Campbell,Ln,,,Campbell Lane,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Campbell Ln,CAMPBELL LN,330
872743,,,Camphor,St,,,Camphor Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Camphor St,CAMPHOR ST,331
872744,,,Campus,Blvd,,,Campus Boulevard,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Campus Blvd,CAMPUS BLVD,332
872745,,,Canal,Blvd,,,Canal Boulevard,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Canal Blvd,CANAL BLVD,333
872746,,,Canal,St,,,Canal Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Canal St,CANAL ST,334
872747,,E,Canal,St,,,East Canal Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,E Canal St,E CANAL ST,335
872748,,,Cannes,St,,,Cannes Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cannes St,CANNES ST,336
872749,,,Canterbury,St,,,Canterbury Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Canterbury St,CANTERBURY ST,337
872750,,,Capdevielle,St,,,Capdevielle Street,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Capdevielle St,CAPDEVIELLE ST,338
872751,,,Cardenas,Dr,,,Cardenas Drive,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Cardenas Dr,CARDENAS DR,339
872752,,,Carlisle,Ct,,,Carlisle Court,,,Orleans,Current,2015/02/23 13:50:18+00,CITYOFNO\cmard,,Carlisle Ct,CARLISLE CT,340
